0.000000, 0.000000, 0.000005
0.000000, 1.000000, 0.000009
0.000000, 2.000000, 0.000014
0.000000, 3.000000, 0.000019
0.000000, 4.000000, 0.000024
0.000000, 5.000000, 0.000029
0.000000, 6.000000, 0.000033
0.000000, 7.000000, 0.000038
0.000000, 8.000000, 0.000043
0.000000, 9.000000, 0.000048
0.000000, 10.000000, 0.000053
0.000000, 11.000000, 0.000058
0.000000, 12.000000, 0.000063
0.000000, 13.000000, 0.000068
0.000000, 14.000000, 0.000073
0.000000, 15.000000, 0.000077
0.000000, 16.000000, 0.000081
0.000000, 17.000000, 0.000085
0.000000, 18.000000, 0.000089
0.000000, 19.000000, 0.000093
0.000000, 20.000000, 0.000095
0.000000, 21.000000, 0.000098
0.000000, 22.000000, 0.000100
0.000000, 23.000000, 0.000101
0.000000, 24.000000, 0.000102
0.000000, 25.000000, 0.000102
0.000000, 26.000000, 0.000102
0.000000, 27.000000, 0.000101
0.000000, 28.000000, 0.000100
0.000000, 29.000000, 0.000097
0.000000, 30.000000, 0.000095
0.000000, 31.000000, 0.000092
0.000000, 32.000000, 0.000088
0.000000, 33.000000, 0.000084
0.000000, 34.000000, 0.000080
0.000000, 35.000000, 0.000076
0.000000, 36.000000, 0.000071
0.000000, 37.000000, 0.000066
0.000000, 38.000000, 0.000061
0.000000, 39.000000, 0.000056
0.000000, 40.000000, 0.000051
0.000000, 41.000000, 0.000046
0.000000, 42.000000, 0.000041
0.000000, 43.000000, 0.000036
0.000000, 44.000000, 0.000031
0.000000, 45.000000, 0.000025
0.000000, 46.000000, 0.000020
0.000000, 47.000000, 0.000015
0.000000, 48.000000, 0.000010
0.000000, 49.000000, 0.000005
1.000000, 0.000000, 0.000009
1.000000, 1.000000, 0.000019
1.000000, 2.000000, 0.000028
1.000000, 3.000000, 0.000038
1.000000, 4.000000, 0.000048
1.000000, 5.000000, 0.000057
1.000000, 6.000000, 0.000067
1.000000, 7.000000, 0.000077
1.000000, 8.000000, 0.000087
1.000000, 9.000000, 0.000097
