0.000000, 0.000000, 0.000008
0.000000, 1.000000, 0.000016
0.000000, 2.000000, 0.000024
0.000000, 3.000000, 0.000032
0.000000, 4.000000, 0.000041
0.000000, 5.000000, 0.000049
0.000000, 6.000000, 0.000058
0.000000, 7.000000, 0.000066
0.000000, 8.000000, 0.000075
0.000000, 9.000000, 0.000083
0.000000, 10.000000, 0.000092
0.000000, 11.000000, 0.000101
0.000000, 12.000000, 0.000109
0.000000, 13.000000, 0.000118
0.000000, 14.000000, 0.000126
0.000000, 15.000000, 0.000134
0.000000, 16.000000, 0.000142
0.000000, 17.000000, 0.000149
0.000000, 18.000000, 0.000156
0.000000, 19.000000, 0.000162
0.000000, 20.000000, 0.000168
0.000000, 21.000000, 0.000172
0.000000, 22.000000, 0.000176
0.000000, 23.000000, 0.000178
0.000000, 24.000000, 0.000180
0.000000, 25.000000, 0.000180
0.000000, 26.000000, 0.000180
0.000000, 27.000000, 0.000178
0.000000, 28.000000, 0.000175
0.000000, 29.000000, 0.000171
0.000000, 30.000000, 0.000167
0.000000, 31.000000, 0.000161
0.000000, 32.000000, 0.000155
0.000000, 33.000000, 0.000148
0.000000, 34.000000, 0.000140
0.000000, 35.000000, 0.000132
0.000000, 36.000000, 0.000124
0.000000, 37.000000, 0.000115
0.000000, 38.000000, 0.000106
0.000000, 39.000000, 0.000097
0.000000, 40.000000, 0.000088
0.000000, 41.000000, 0.000079
0.000000, 42.000000, 0.000070
0.000000, 43.000000, 0.000061
0.000000, 44.000000, 0.000052
0.000000, 45.000000, 0.000044
0.000000, 46.000000, 0.000035
0.000000, 47.000000, 0.000026
0.000000, 48.000000, 0.000017
0.000000, 49.000000, 0.000009
1.000000, 0.000000, 0.000016
1.000000, 1.000000, 0.000032
1.000000, 2.000000, 0.000049
1.000000, 3.000000, 0.000065
1.000000, 4.000000, 0.000082
1.000000, 5.000000, 0.000098
1.000000, 6.000000, 0.000115
1.000000, 7.000000, 0.000132
1.000000, 8.000000, 0.000150
1.000000, 9.000000, 0.000167
1.000000, 10.000000, 0.000184
1.000000, 11.000000, 0.000202
1.000000, 12.000000, 0.000219
1.000000, 13.000000, 0.000236
1.000000, 14.000000, 0.000253
1.000000, 15.000000, 0.000270
1.000000, 16.000000, 0.000285
1.000000, 17.000000, 0.000300
1.000000, 18.000000, 0.000314
1.000000, 19.000000, 0.000326
1.000000, 20.000000, 0.000337
1.000000, 21.000000, 0.000346
1.000000, 22.000000, 0.000354
1.000000, 23.000000, 0.000359
1.000000, 24.000000, 0.000362
1.000000, 25.000000, 0.000363
1.000000, 26.000000, 0.000362
1.000000, 27.000000, 0.000358
1.000000, 28.000000, 0.000353
1.000000, 29.000000, 0.000345
1.000000, 30.000000, 0.000335
1.000000, 31.000000, 0.000324
1.000000, 32.000000, 0.000311
1.000000, 33.000000, 0.000297
1.000000, 34.000000, 0.000282
1.000000, 35.000000, 0.000265
1.000000, 36.000000, 0.000249
1.000000, 37.000000, 0.000231
1.000000, 38.000000, 0.000213
1.000000, 39.000000, 0.000195
1.000000, 40.000000, 0.000177
1.000000, 41.000000, 0.000159
1.000000, 42.000000, 0.000141
1.000000, 43.000000, 0.000123
1.000000, 44.000000, 0.000105
1.000000, 45.000000, 0.000087
1.000000, 46.000000, 0.000070
1.000000, 47.000000, 0.000052
1.000000, 48.000000, 0.000035
1.000000, 49.000000, 0.000017
2.000000, 0.000000, 0.000024
2.000000, 1.000000, 0.000049
2.000000, 2.000000, 0.000073
2.000000, 3.000000, 0.000098
2.000000, 4.000000, 0.000123
2.000000, 5.000000, 0.000148
2.000000, 6.000000, 0.000173
2.000000, 7.000000, 0.000199
2.000000, 8.000000, 0.000225
