0.000000, 0.000000, -0.000008, -0.000008
0.000000, 1.000000, -0.000016, -0.000008
0.000000, 2.000000, -0.000024, -0.000008
0.000000, 3.000000, -0.000033, -0.000008
0.000000, 4.000000, -0.000041, -0.000008
0.000000, 5.000000, -0.000049, -0.000008
0.000000, 6.000000, -0.000058, -0.000008
0.000000, 7.000000, -0.000066, -0.000009
0.000000, 8.000000, -0.000075, -0.000009
0.000000, 9.000000, -0.000084, -0.000009
0.000000, 10.000000, -0.000092, -0.000009
0.000000, 11.000000, -0.000101, -0.000009
0.000000, 12.000000, -0.000110, -0.000009
0.000000, 13.000000, -0.000119, -0.000008
0.000000, 14.000000, -0.000127, -0.000008
0.000000, 15.000000, -0.000135, -0.000008
0.000000, 16.000000, -0.000143, -0.000008
0.000000, 17.000000, -0.000151, -0.000007
0.000000, 18.000000, -0.000158, -0.000006
0.000000, 19.000000, -0.000164, -0.000006
0.000000, 20.000000, -0.000170, -0.000005
0.000000, 21.000000, -0.000174, -0.000004
0.000000, 22.000000, -0.000178, -0.000003
0.000000, 23.000000, -0.000181, -0.000002
0.000000, 24.000000, -0.000182, -0.000001
0.000000, 25.000000, -0.000183, 0.000000
0.000000, 26.000000, -0.000182, 0.000001
0.000000, 27.000000, -0.000180, 0.000002
0.000000, 28.000000, -0.000177, 0.000003
0.000000, 29.000000, -0.000173, 0.000004
0.000000, 30.000000, -0.000169, 0.000005
0.000000, 31.000000, -0.000163, 0.000006
0.000000, 32.000000, -0.000156, 0.000007
0.000000, 33.000000, -0.000149, 0.000007
0.000000, 34.000000, -0.000141, 0.000008
0.000000, 35.000000, -0.000133, 0.000008
0.000000, 36.000000, -0.000125, 0.000009
0.000000, 37.000000, -0.000116, 0.000009
0.000000, 38.000000, -0.000107, 0.000009
0.000000, 39.000000, -0.000098, 0.000009
0.000000, 40.000000, -0.000089, 0.000009
0.000000, 41.000000, -0.000080, 0.000009
0.000000, 42.000000, -0.000071, 0.000009
0.000000, 43.000000, -0.000062, 0.000009
0.000000, 44.000000, -0.000053, 0.000009
0.000000, 45.000000, -0.000044, 0.000009
0.000000, 46.000000, -0.000035, 0.000009
0.000000, 47.000000, -0.000026, 0.000009
0.000000, 48.000000, -0.000017, 0.000009
0.000000, 49.000000, -0.000009, 0.000009
1.000000, 0.000000, -0.000008, -0.000016
1.000000, 1.000000, -0.000016, -0.000016
1.000000, 2.000000, -0.000024, -0.000016
1.000000, 3.000000, -0.000033, -0.000016
1.000000, 4.000000, -0.000041, -0.000017
1.000000, 5.000000, -0.000049, -0.000017
1.000000, 6.000000, -0.000058, -0.000017
1.000000, 7.000000, -0.000067, -0.000017
1.000000, 8.000000, -0.000075, -0.000017
1.000000, 9.000000, -0.000084, -0.000017
1.000000, 10.000000, -0.000093, -0.000017
1.000000, 11.000000, -0.000102, -0.000017
1.000000, 12.000000, -0.000111, -0.000017
1.000000, 13.000000, -0.000119, -0.000017
1.000000, 14.000000, -0.000128, -0.000017
